lat,lon,region,state,station,H,P,R,T,V,sH,sP,sR,sT,sV
-18.83027777,-41.97666666,S,RS,SANTANA DO LIVRAMENTO,70.16098865037078,989.6663606076131,77.64760101010098,24.265504454168962,1.6291384375453728,17.118053540622746,2.733598093901309,66.56746933830107,3.87131184678116,1.2151863405836967
-18.78666666,-42.94305555,N,AM,LABREA,75.28778521317663,920.1954675010165,86.49090909090908,20.72614359158191,1.7107462887805047,16.18347667838106,2.2077569916538136,62.872865754562135,3.706720937760751,1.0979314958741333
-19.53277777,-41.09083333,CO,MT,ALTO ARAGUAIA,69.10359119150972,985.3303542312088,64.04471380471381,24.243325823467487,2.657440292615283,16.246157075257564,2.624992396747193,63.159059314201095,3.4000621185869266,1.715975778045732
-19.88527778,-44.41694444,NE,PB,MONTEIRO,73.81881628287455,930.9133120438527,122.38611111111108,20.61973182845129,0.806952479148229,20.063038781586933,2.259293587177084,68.57825393604973,5.2410280802538285,0.8391625494869617
-19.48166666,-45.59388888,NE,BA,PORTO SEGURO,66.70614227909611,933.434394991783,98.16426767676764,22.477886573617898,1.7262744703671251,17.417858909497426,2.216575612477015,61.825741767757734,3.9812702215772418,1.3833827300111121
-18.2311111,-43.64805555,N,AM,BOCA DO ACRE,74.14453212963453,868.3180242902869,103.33876262626258,18.579464404750937,3.0773724348272786,16.19963228185328,1.8096744954314492,67.18434457073674,3.1443793692829165,1.47396385860344
-18.76444444,-44.45361111,SE,MG,JOAO PINHEIRO,65.29214498716647,939.7034604661857,88.35643939393937,23.04579555026899,1.6773919433550573,18.494603269527403,2.214785796953493,51.2538889390133,4.352885275153948,1.3038597526174212
-15.08583333,-44.01611111,N,PA,ITAITUBA,60.76538687640649,962.2070174406409,55.679671717171715,25.14161851806807,1.1091443037943713,18.500890734175332,2.162653974681957,54.86652422682071,4.549447342948999,0.9503821494150083
-18.78027777,-40.98583333,SE,MG,BELO HORIZONTE - CERCADINHO,69.7614685521224,986.0096412686489,85.58602693602694,24.106501612048618,0.9163432903270858,16.540426270099573,2.6105123288905303,68.04736239832175,3.5624635491284753,0.6855837091388466
-20.38333333,-56.41666666,NE,BA,IRECE,70.743258346871,996.3717713372353,94.73296717171718,25.069637357389226,0.9611773286793502,17.176290496001414,3.056401861104357,77.76904588371636,4.59142620749611,0.9933849007567289
-17.70527777,-42.38916666,CO,MT,GUARANTA DO NORTE,75.14072910406313,911.9560505273217,82.36530303030302,19.990850359931528,2.0650741453409744,16.78374855312163,2.0513752705854316,65.83677671345491,3.6867751840493557,1.3879418095254996
-16.55388888,-46.88194443,SE,RJ,ECOLOGIA AGRICOLA,65.0545770262886,941.9264487564145,96.10343434343433,23.8078449388167,1.6347367993910813,17.730795727330307,2.0795130399865616,59.527002501414366,4.26643453511132,1.1291241345597067
-14.91277777,-42.82972221,S,SC,INDAIAL,53.53897900817308,950.150792368897,44.27212121212121,25.550691879241402,2.631540233416727,16.44801599286296,2.140348878206274,44.49409738442645,3.803743043586443,1.5562065950778188
-15.52416666,-46.43555555,SE,MG,UNAI,63.64783997916974,911.8596774811446,77.83426767676768,22.74215981335509,2.6712712887087773,15.425325040099949,1.8305417069054746,47.62990035302369,3.546842814973328,1.4281983106285592
-17.25777777,-44.83555555,CO,GO,PARAUNA,64.96287317841073,957.2524618019047,77.48133838383836,23.999137456358785,1.2224653492736535,18.889674299338118,2.2266213108811796,56.47175237245168,4.5072171113373924,0.9598894094184813
